2025-03-26 10:56:26,200 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-26 11:00:44,055 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-26 11:00:52,986 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-26 11:00:57,866 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-26 11:05:18,564 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-26 11:05:24,401 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-26 11:05:28,486 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-26 11:07:52,053 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-26 11:08:56,999 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-03-26 11:08:57,000 | MainThread   | [INFO    ] | <module>            |: info
2025-03-26 11:08:57,001 | MainThread   | [WARNING ] | <module>            |: warning
2025-03-26 11:08:57,002 | MainThread   | [ERROR   ] | <module>            |: error
2025-03-26 11:08:57,003 | MainThread   | [CRITICAL] | <module>            |: critical
2025-03-26 11:08:57,386 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-26 11:09:01,820 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-26 11:11:27,847 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-26 11:11:32,806 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-26 11:11:37,111 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
